ability,能力,əˈbɪləti,名詞(n.),
able,〜することができる,ˈeɪbəl,形容詞(adj.),
about,～について,əˈbaʊt,前置詞(prep.),
above,〜の上に,əˈbʌv,副詞(adv),
absolute,絶対的な；完全な,ˈæbsəˌlut,形容詞(adj.),
absolutely,完全に,ˌæbsəˈlutli,副詞(adv),
accept,受け入れる；受け取る,ækˈsɛpt,動詞(verb),
acceptable,許容できる,ækˈsɛptəbəl,形容詞(adj.),
account,(預金)口座,əˈkaʊnt,名詞(n.),
across,横切って；交差して,əˈkrɔs,副詞(adv),
act,行動する,ækt,動詞(verb),
action,行動,ˈækʃən,名詞(n.),
actual,実際の,ˈækʧuəl,形容詞(adj.),
actually,実際は,ˈækʧuəli,副詞(adv),
add,加える,æd,動詞(verb),
addition,追加,əˈdɪʃən,名詞(n.),
additional,追加の,əˈdɪʃənəl,形容詞(adj.),
address,住所； アドレス,ˈæˌdrɛs,名詞(n.),
admit,認める,ədˈmɪt,動詞(verb),
advertise,宣伝する,ˈædvərˌtaɪz,動詞(verb),
advertisement,広告,ədˈvɜrtəzmənt,名詞(n.),
afford,～する余裕がある,əˈfɔrd,動詞(verb),
afraid,怖がって,əˈfreɪd,形容詞(adj.),
after,～後で；～を追って,ˈæftər,副詞(adv),
afternoon,午後,ˌæftərˈnun,名詞(n.),
again,再び；その上,əˈgɛn,副詞(adv),
against,～に反対して,əˈgɛnst,前置詞(prep.),
age,年齢,eɪʤ,名詞(n.),
ago,～前に,əˈgoʊ,副詞(adv),
agree,同意する；一致する；合う,əˈgri,動詞(verb),
agreement,合意；協定；一致,əˈgrimənt,名詞(n.),
ahead,前方に；先に,əˈhɛd,副詞(adv),
air,空気,ɛr,名詞(n.),
all,すべて,ɔl,副詞(adv),
allow,許可する,əˈlaʊ,動詞(verb),
almost,ほとんど,ˈɔlˌmoʊst,副詞(adv),
alone,独りで；ただ～だけ,əˈloʊn,副詞(adv),
along,～に沿って,əˈlɔŋ,前置詞(prep.),
already,すでに,ɔlˈrɛdi,副詞(adv),
alright,申し分ない；大丈夫である；了解した,ˌɔlˈraɪt,副詞(adv),
also,～もまた；同様に；その上,ˈɔlsoʊ,副詞(adv),
although,〜だけれども,ˌɔlˈðoʊ,接続詞(conj.),
always,いつも,ˈɔlˌweɪz,副詞(adv),
amaze,びっくりさせる,əˈmeɪz,動詞(verb),
among,〜の間に；～の中の,əˈmʌŋ,前置詞(prep.),
amount,量；総計，合計に達する；結局～なる,əˈmaʊnt,名詞(n.),
and,～と・・・,ænd,接続詞(conj.),
angry,腹を立てている,ˈæŋgri,形容詞(adj.),
animal,動物,ˈænəməl,名詞(n.),
another,もう一つの；別の,əˈnʌðər,限定詞(det.),
answer,答え,ˈænsər,名詞(n.),
any,（疑問文で）何か；いくらか，（否定文で）どれも；少しも，（肯定文で）どれでも,ˈɛni,限定詞(det.),
anybody,（疑問文で）誰か，（否定文で）誰も，（肯定文で）誰でも,ˈɛnibədi,代名詞(pron.),
anymore,もはやこれ以上～しない,ˌɛniˈmɔr,副詞(adv),
anyone,（疑問文で）誰か，（否定文で）誰も，（肯定文で）誰でも,ˈɛniˌwʌn,代名詞(pron.),
anything,（疑問文で）何か，（否定文で）何も，（肯定文で）何でも,ˈɛniˌθɪŋ,名詞(n.),
anyway,とにかく；いずれにせよ,ˈɛniˌweɪ,副詞(adv),
anywhere,（疑問文で）どこかへ，（否定文で）どこにも，（肯定文で）どこでも,ˈɛniˌwɛr,副詞(adv),
apart,離れて；別々に,əˈpɑrt,副詞(adv),
apparent,明白な,əˈpɛrənt,形容詞(adj.),
apparently,明白に；見掛けは,əˈpɛrəntli,副詞(adv),
appear,現れる,əˈpɪr,動詞(verb),
appearance,外観；出現；状況,əˈpɪrəns,名詞(n.),
area,地域；場所,ˈɛriə,名詞(n.),
arm,腕,ɑrm,名詞(n.),
around,～の周りに,əˈraʊnd,副詞(adv),
arrival,到着,əˈraɪvəl,名詞(n.),
arrive,到着する,əˈraɪv,動詞(verb),
art,芸術,ɑrt,名詞(n.),
artist,芸術家；アーティスト,ˈɑrtəst,名詞(n.),
as,同じぐらい；～のように,æz,前置詞(prep.),
ashamed,恥じている,əˈʃeɪmd,形容詞(adj.),
ask,尋ねる；求める；頼む,æsk,動詞(verb),
at,～の所で；～に,æt,前置詞(prep.),
autumn,秋,ˈɔtəm,名詞(n.),
aware,気づいている,əˈwɛr,形容詞(adj.),
awareness,認識,əˈwɛrnəs,名詞(n.),
away,離れて,əˈweɪ,副詞(adv),
awful,恐ろしい；ひどい,ˈɑfəl,形容詞(adj.),
baby,赤ん坊,ˈbeɪbi,名詞(n.),
back,もとに戻って,bæk,副詞(adv),
bad,悪い,bæd,形容詞(adj.),
badly,悪く,ˈbædli,副詞(adv),
bag,かばん；バッグ；袋,bæg,名詞(n.),
ball,ボール；球,bɔl,名詞(n.),
bank,銀行,bæŋk,名詞(n.),
bar,妨げる; (道を)ふさぐ,bɑr,動詞(verb),
basic,基本的な,ˈbeɪsɪk,形容詞(adj.),
basically,基本的には,ˈbeɪsɪkli,副詞(adv),
bath,浴槽,bæθ,名詞(n.),
be,～である,bi,動詞(verb),
beach,砂浜,biʧ,名詞(n.),
bear,熊,bɛr,名詞(n.),
beat,打ち負かす,bit,動詞(verb),
beautiful,美しい,ˈbjutəfəl,形容詞(adj.),
beauty,美人,ˈbjuti,名詞(n.),
because,なぜなら～だから,bɪˈkɔz,接続詞(conj.),
become,～になる,bɪˈkʌm,動詞(verb),
bed,ベッド,bɛd,名詞(n.),
before,以前に,bɪˈfɔr,副詞(adv),
begin,始まる；始める,bɪˈgɪn,動詞(verb),
behind,～の後ろに,bɪˈhaɪnd,副詞(adv),
believe,信じる,bɪˈliv,動詞(verb),
below,下に；低く,bɪˈloʊ,副詞(adv),
beneath,～の下に,bɪˈniθ,前置詞(prep.),
beside,～の近くに;～の 隣に,bɪˈsaɪd,前置詞(prep.),
besides,～のほか；～を除いて，その上,bɪˈsaɪdz,前置詞(prep.),
bet,賭ける,bɛt,動詞(verb),
between,～の間に,bɪˈtwin,前置詞(prep.),
beyond,～の向こうに；～を超えて；～のほかに,bɪˈɑnd,副詞(adv),
big,大きい,bɪg,形容詞(adj.),
bill,請求書,bɪl,名詞(n.),
billion,十億,ˈbɪljən,数詞(num.),
bird,鳥,bɜrd,名詞(n.),
birth,誕生,bɜrθ,名詞(n.),
bit,少し；部分,bɪt,名詞(n.),
black,黒い,blæk,形容詞(adj.),
blood,血,blʌd,名詞(n.),
bloody,血がついた，ひどく,ˈblʌdi,形容詞(adj.),
blow,吹き飛ばす,bloʊ,動詞(verb),
blue,青い,blu,形容詞(adj.),
boat,ボート；船,boʊt,名詞(n.),
body,体；人,ˈbɑdi,名詞(n.),
bone,骨,boʊn,名詞(n.),
book,本,bʊk,名詞(n.),
both,両方,boʊθ,形容詞(adj.),
bother,悩ませる；思い悩む,ˈbɑðər,動詞(verb),
bottle,ボトル；瓶,ˈbɑtəl,名詞(n.),
bottom,底,ˈbɑtəm,名詞(n.),
box,箱；ボックス,bɑks,名詞(n.),
boy,男の子,bɔɪ,名詞(n.),
bread,パン,brɛd,名詞(n.),
break,壊す；折る,breɪk,動詞(verb),
breakfast,朝食,ˈbrɛkfəst,名詞(n.),
breath,息；呼吸,brɛθ,名詞(n.),
bright,明るい; まぶしい,braɪt,形容詞(adj.),
bring,持ってくる；もたらす；至らせる,brɪŋ,動詞(verb),
brother,兄弟；仲間,ˈbrʌðər,名詞(n.),
brown,茶色の,braʊn,形容詞(adj.),
build,建てる；作る,bɪld,動詞(verb),
burn,燃える；焼く,bɜrn,動詞(verb),
bus,バス,bʌs,名詞(n.),
business,会社,ˈbɪznəs,名詞(n.),
busy,忙しい,ˈbɪzi,形容詞(adj.),
but,でも,bʌt,接続詞(conj.),
buy,買う,baɪ,動詞(verb),
buyer,買い手,ˈbaɪər,名詞(n.),
by,～の近くに,baɪ,前置詞(prep.),
cake,ケーキ,keɪk,名詞(n.),
camp,キャンプ,kæmp,名詞(n.),
can,〜することができる,kæn,助動詞(aux.),
car,車,kɑr,名詞(n.),
card,カード,kɑrd,名詞(n.),
care,世話をする,kɛr,動詞(verb),
careful,注意深い,ˈkɛrfəl,形容詞(adj.),
carefully,注意深く,ˈkɛrfəli,副詞(adv),
carry,運ぶ；持つ,ˈkæri,動詞(verb),
case,場合,keɪs,名詞(n.),
cat,猫,kæt,名詞(n.),
catch,捕まえる,kæʧ,動詞(verb),
cause,～の原因となる；引き起こす；～させる,kɑz,動詞(verb),
center,中心,ˈsɛntər,名詞(n.),
central,中央の； 主要な,ˈsɛntrəl,形容詞(adj.),
certain,確信している；必ず～する；明白である；若干の,ˈsɜrtən,形容詞(adj.),
certainly,確かに,ˈsɜrtənli,副詞(adv),
chair,椅子,ʧɛr,名詞(n.),
chance,機会；可能性；偶然,ʧæns,名詞(n.),
change,変える； 変わる,ʧeɪnʤ,動詞(verb),
charge,請求する,ʧɑrʤ,動詞(verb),
cheap,安い,ʧip,形容詞(adj.),
check,確認する,ʧɛk,動詞(verb),
chicken,ニワトリ,ˈʧɪkən,名詞(n.),
child,子ども,ʧaɪld,名詞(n.),
childhood,子供時代,ˈʧaɪldˌhʊd,名詞(n.),
chip,削り取る,ʧɪp,動詞(verb),
choice,選択,ʧɔɪs,名詞(n.),
choose,選ぶ,ʧuz,動詞(verb),
church,教会,ʧɜrʧ,名詞(n.),
city,市；都市,ˈsɪti,名詞(n.),
class,階級； ランク,klæs,名詞(n.),
clean,きれいな；清潔な,klin,形容詞(adj.),
clear,はっきりした,klɪr,形容詞(adj.),
clearly,はっきりと,ˈklɪrli,副詞(adv),
climb,登る,klaɪm,動詞(verb),
clock,時計,klɑk,名詞(n.),
close,近い,kloʊs,副詞(adv),
closely,密接に,ˈkloʊsli,副詞(adv),
clothes,衣服,kloʊðz,名詞(n.) 複数形(pl.),
clothing,衣類,ˈkloʊðɪŋ,名詞(n.),
club,クラブ； 同好会； 会員制組織，,klʌb,名詞(n.),
coat,上着; コート,koʊt,名詞(n.),
coffee,コーヒー,ˈkɑfi,名詞(n.),
cold,冷たい；寒い,koʊld,形容詞(adj.),
collect,集める,kəˈlɛkt,動詞(verb),
collection,収集物(品); コレクション,kəˈlɛkʃən,名詞(n.),
college,大学；（米）単科大学,ˈkɑlɪʤ,名詞(n.),
color,色,ˈkʌlər,名詞(n.),
come,行く,kʌm,動詞(verb),
comfort,快適さ； 安楽,ˈkʌmfərt,名詞(n.),
comfortable,快適な； 心地よい,ˈkʌmfərtəbəl,形容詞(adj.),
company,会社,ˈkʌmpəni,名詞(n.),
complete,完全にする；完成させる,kəmˈplit,動詞(verb),
completely,完全に,kəmˈplitli,副詞(adv),
compute,計算する,kəmˈpjut,動詞(verb),
computer,コンピュータ,kəmˈpjutər,名詞(n.),
concern,心配；懸念；配慮；関心の対象；関係；関係する,kənˈsɜrn,名詞(n.),
consider,考慮する；みなす,kənˈsɪdər,動詞(verb),
consideration,考慮事項,kənˌsɪdəˈreɪʃən,名詞(n.),
continue,続く,kənˈtɪnju,動詞(verb),
continuous,連続的な,kənˈtɪnjuəs,形容詞(adj.),
control,支配する；管理する；抑制する；照査する,kənˈtroʊl,動詞(verb),
conversation,会話; 対談,ˌkɑnvərˈseɪʃən,名詞(n.),
cook,料理する,kʊk,動詞(verb),
cool,涼しい；冷たい,kul,形容詞(adj.),
corner,コーナー；角；地域；窮地,ˈkɔrnər,名詞(n.),
cost,費用,kɑst,名詞(n.),
could,～できた,kʊd,動詞(verb),
count,数える；重要である,kaʊnt,動詞(verb),
country,国,ˈkʌntri,名詞(n.),
couple,ペア；カップル,ˈkʌpəl,名詞(n.),
course,方向; 進路,kɔrs,名詞(n.),
court,(テニスなどの)コート,kɔrt,名詞(n.),
cover,蓋; 覆う,ˈkʌvər,名詞(n.),
coverage,"報道, 取材; 報道[取材]規模；受信地域；補償額；取り扱い範囲.",ˈkʌvərəʤ,名詞(n.),
crazy,気が狂った；夢中である,ˈkreɪzi,形容詞(adj.),
crime,犯罪,kraɪm,名詞(n.),
cross,横断する；交差する，交差している,krɔs,動詞(verb),
cry,泣く,kraɪ,動詞(verb),
cup,カップ,kʌp,名詞(n.),
cut,切る,kʌt,動詞(verb),
daily,日々,ˈdeɪli,副詞(adv),
dance,踊る,dæns,動詞(verb),
danger,危険,ˈdeɪnʤər,名詞(n.),
dangerous,危険な,ˈdeɪnʤərəs,形容詞(adj.),
dark,暗い,dɑrk,形容詞(adj.),
darkness,暗さ；黒さ,ˈdɑrknəs,名詞(n.),
date,日付,deɪt,名詞(n.),
daughter,娘,ˈdɔtər,名詞(n.),
day,日,deɪ,名詞(n.),
dead,死んでいる,dɛd,形容詞(adj.),
deal,分け与える；配る,dil,動詞(verb),
dealer,販売業者,ˈdilər,名詞(n.),
dear,親愛な,dɪr,形容詞(adj.),
death,死；死亡,dɛθ,名詞(n.),
decide,決める,ˌdɪˈsaɪd,動詞(verb),
deep,深い,dip,形容詞(adj.),
deeply,深く；深刻に,ˈdipli,副詞(adv),
definitely,明確に,ˈdɛfənətli,副詞(adv),
degree,度; 程度；レベル,dɪˈgri,名詞(n.),
depend,"〖on [upon] A〗A 次第である, Aによって決まる,依存する, 頼る",dɪˈpɛnd,動詞(verb),
dependent,他人に頼っている,dɪˈpɛndənt,形容詞(adj.),
depth,深さ,dɛpθ,名詞(n.),
die,死ぬ,daɪ,動詞(verb),
difference,相違,ˈdɪfərəns,名詞(n.),
different,異なる；いろいろな；変わった,ˈdɪfərənt,形容詞(adj.),
differently,異なって,ˈdɪfrəntli,副詞(adv),
difficult,難しい,ˈdɪfəkəlt,形容詞(adj.),
difficulty,難しさ；困難,ˈdɪfəkəlti,名詞(n.),
dig,掘る,dɪg,動詞(verb),
dinner,夕食,ˈdɪnər,名詞(n.),
dirty,汚い,ˈdɜrti,形容詞(adj.),
discover,発見する,dɪˈskʌvər,動詞(verb),
discovery,発見,dɪˈskʌvəri,名詞(n.),
do,する,du,動詞(verb),
dog,犬,dɔg,名詞(n.),
door,ドア,dɔr,名詞(n.),
double,二倍，二倍の,ˈdʌbəl,前置詞(prep.),
doubt,疑い,daʊt,名詞(n.),
down,下へ；下って,daʊn,前置詞(prep.),
draw,線を引く；描く,drɔ,動詞(verb),
dream,夢,drim,名詞(n.),
dress,ドレス；ワンピース；服装,drɛs,名詞(n.),
drink,飲む,drɪŋk,動詞(verb),
drive,運転する,draɪv,動詞(verb),
driver,運転手,ˈdraɪvər,名詞(n.),
drop,落とす,drɑp,動詞(verb),
drug,薬,drʌg,名詞(n.),
dry,乾いた,draɪ,形容詞(adj.),
during,"〈特定の期間･出来事･行為など〉の間じゅう, の間を通して, …の間に",ˈdʊrɪŋ,前置詞(prep.),"duringはある事が「特定の期間中に」起きる･行われることを, forはそれが「どのくらいの期間」継続するかを表す."
each,各；1つ1つの,iʧ,限定詞(det.),
ear,耳,ir,名詞(n.),
early,早い；初期の,ˈɜrli,形容詞(adj.),
earth,地球,ɜrθ,名詞(n.),
easily,簡単に,ˈizəli,副詞(adv),
east,東,ist,名詞(n.),
easy,簡単な；ゆったりした,ˈizi,形容詞(adj.),
eat,食べる,it,動詞(verb),
edge,端；ふち,ɛʤ,名詞(n.),
educate,教育する,ˈɛʤəˌkeɪt,動詞(verb),
educational,教育の,ˌɛʤəˈkeɪʃənəl,形容詞(adj.),
egg,卵,ɛg,名詞(n.),
eight,8,eɪt,数詞(num.),
eighteen,18,eɪˈtin,数詞(num.),
eighty,80,ˈeɪti,数詞(num.),
either,どちらか,ˈiðər,形容詞(adj.),
else,その他に；さもないと,ɛls,副詞(adv),
elsewhere,どこか他の所で,ˈɛlˌswɛr,副詞(adv),
employ,雇う,ɛmˈplɔɪ,動詞(verb),
employee,従業員,ɛmˈplɔɪi,名詞(n.),
employer,雇用主,ɛmˈplɔɪər,名詞(n.),
employment,雇用,ɛmˈplɔɪmənt,名詞(n.),
empty,空っぽの,ˈɛmpti,形容詞(adj.),
engine,エンジン,ˈɛnʤən,名詞(n.),
enjoy,楽しむ,ɛnˈʤɔɪ,動詞(verb),
enough,十分な，十分に,ɪˈnʌf,形容詞(adj.),
enter,入る,ˈɛntər,動詞(verb),
especially,特に,əˈspɛʃli,副詞(adv),
even,更に,ˈivɪn,副詞(adv),
evening,夕方；晩,ˈivnɪŋ,n,
ever,今までに；絶対に；ずっと；いつか；いったい,ˈɛvər,副詞(adv),
every,すべての；毎～,ˈɛvəri,限定詞(det.),
everybody,みんな；誰でも,ˈɛvriˌbɑdi,代名詞(pron.),
everyday,毎日；日常の,ˈɛvriˈdeɪ,形容詞(adj.),
everyone,みんな；誰でも,ˈɛvriˌwʌn,代名詞(pron.),
everything,すべてのこと・もの,ˈɛvriˌθɪŋ,代名詞(pron.),
everywhere,どこでも；どこで～しても,ˈɛvriˌwɛr,副詞(adv),
exact,正確な,ɪgˈzækt,形容詞(adj.),
exactly,正確に,ɪgˈzæktli,副詞(adv),
except,～を除いて；～以外,ɪkˈsɛpt,前置詞(prep.),
excite,刺激する；興奮させる,ɪkˈsaɪt,動詞(verb),
excitement,興奮；刺激,ɪkˈsaɪtmənt,名詞(n.),
excuse,免除する,ɪkˈskjus,動詞(verb),
expect,予期する；期待する,ɪkˈspɛkt,動詞(verb),
expectation,予想；期待,ˌɛkspɛkˈteɪʃən,名詞(n.),
expensive,値段が高い,ɪkˈspɛnsɪv,形容詞(adj.),
experience,経験,ɪkˈspɪriəns,名詞(n.),
explain,説明する,ɪkˈspleɪn,動詞(verb),
explanation,説明,ˌɛkspləˈneɪʃən,名詞(n.),
express,表す；述べる,ɪkˈsprɛs,動詞(verb),
expression,表現；表情,ɪkˈsprɛʃən,名詞(n.),
extra,余分の，余分なもの,ˈɛkstrə,形容詞(adj.),
eye,目,aɪ,名詞(n.),
face,顔,feɪs,名詞(n.),
fact,事実,fækt,名詞(n.),
fair,公正な；公平な,fɛr,形容詞(adj.),
fairly,かなり,ˈfɛrli,副詞(adv),
family,家族,ˈfæməli,名詞(n.),
far,遠い,fɑr,形容詞(adj.),
farm,農場,fɑrm,名詞(n.),
farmer,農家の人,ˈfɑrmər,名詞(n.),
fast,速い,fæst,形容詞(adj.),
fat,脂肪,fæt,名詞(n.),
father,父,ˈfɑðər,名詞(n.),
favorite,お気に入りの,ˈfeɪvərɪt,形容詞(adj.),
fear,恐れ,fɪr,名詞(n.),
feed,食べ物を与える,fid,動詞(verb),
feel,感じる,fil,動詞(verb),
few,少ない；ほとんどない,fju,形容詞(adj.),
field,野原,fild,名詞(n.),
fifteen,15,fɪfˈtin,数詞(num.),
fifty,50,ˈfɪfti,数詞(num.),
fight,けんか；戦い,faɪt,名詞(n.),
figure,～と考える,ˈfɪgjər,動詞(verb),
fill,いっぱいにする；満たす,fɪl,動詞(verb),
film,映画,fɪlm,名詞(n.),
final,最後の,ˈfaɪnəl,形容詞(adj.),
finally,最後に；やっと,ˈfaɪnəli,副詞(adv),
find,発見する,faɪnd,動詞(verb),
fine,すばらしい；上等[上品]な；元気な；都合がいい；十分な；晴天,faɪn,形容詞(adj.),
finger,指,ˈfɪŋgər,名詞(n.),
finish,終わり,ˈfɪnɪʃ,名詞(n.),
fire,火；火事,ˈfaɪər,名詞(n.),
firstly,まず第一に,ˈfɜrstli,副詞(adv),
fish,魚,fɪʃ,名詞(n.),
fit,適している,fɪt,形容詞(adj.),
five,5,faɪv,数詞(num.),
fix,直す,fɪks,動詞(verb),
flat,平らな,flæt,形容詞(adj.),
floor,床,flɔr,名詞(n.),
flower,花,ˈflaʊər,名詞(n.),
fly,羽ばたいて飛ぶ,flaɪ,動詞(verb),
follow,後について行く；従う,ˈfɑloʊ,動詞(verb),
food,食物,fud,名詞(n.),
foot,足,fʊt,名詞(n.),
football,サッカー,ˈfʊtˌbɔl,名詞(n.),
force,強制する,fɔrs,動詞(verb),
forest,森林,ˈfɔrəst,名詞(n.),
forget,忘れる,fərˈgɛt,動詞(verb),
form,形,fɔrm,名詞(n.),
fortunate,幸運な,ˈfɔrʧənət,形容詞(adj.),
forty,40,ˈfɔrti,数詞(num.),
forward,前方の,ˈfɔrwərd,副詞(adv),
found,見つけられた；発見された,faʊnd,動詞(verb),
four,4,fɔr,数詞(num.),
fourteen,14,ˈfɔrˈtin,数詞(num.),
free,無料の,fri,形容詞(adj.),
freedom,自由,ˈfridəm,名詞(n.),
freeze,凍る,friz,動詞(verb),
fresh,新しい,frɛʃ,形容詞(adj.),
friday,金曜日,ˈfraɪdi,名詞(n.),
friendly,友好的な,ˈfrɛndli,副詞(adv),
friendship,友情,ˈfrɛndʃɪp,名詞(n.),
frighten,怖がらせる,ˈfraɪtən,動詞(verb),
from,～から；～出身の,frʌm,前置詞(prep.),
front,前面,frʌnt,形容詞(adj.),
full,いっぱいの；満ちた,fʊl,形容詞(adj.),
fully,完全に；十分に,ˈfʊli,副詞(adv),
funny,おかしい；妙な,ˈfʌni,形容詞(adj.),
further,さらに先へ；さらにまた,ˈfɜrðər,形容詞(adj.),
game,ゲーム,geɪm,名詞(n.),
garden,庭,ˈgɑrdən,名詞(n.),
gas,ガス；気体,gæs,名詞(n.),
general,一般的な；全般的な,ˈʤɛnərəl,形容詞(adj.),
generally,一般に,ˈʤɛnərəli,副詞(adv),
gentle,優しい；穏やかな,ˈʤɛntəl,形容詞(adj.),
gently,優しく；穏やかに,ˈʤɛntli,副詞(adv),
get,得る；受ける,gɛt,動詞(verb),
girl,女の子,gɜrl,名詞(n.),
give,"与える；渡す；伝える；...する；もたらす；許し与える；弾力性；柔軟性, 順応性",gɪv,動詞(verb),
glad,うれしい,glæd,形容詞(adj.),
glance,ちらりと見ること,glæns,名詞(n.),
glass,ガラス,glæs,名詞(n.),
go,行く,goʊ,動詞(verb),
god,神,gɑd,名詞(n.),
gold,金,goʊld,名詞(n.),
golden,黄金の,ˈgoʊldən,形容詞(adj.),
good,良い,gʊd,形容詞(adj.),
govern,統治する；影響を与える,ˈgʌvərn,動詞(verb),
government,政府,ˈgʌvərmənt,名詞(n.),
governor,知事,ˈgʌvərnər,名詞(n.),
grass,草,græs,名詞(n.),
greatly,非常に,ˈgreɪtli,副詞(adv),
green,緑色,grin,名詞(n.),
ground,地面；土,graʊnd,動詞(verb),
group,グループ；集団,grup,名詞(n.),
grow,成長する,groʊ,動詞(verb),
growth,成長；増殖；腫瘍,groʊθ,名詞(n.),
guess,推測する,gɛs,動詞(verb),
gun,銃,gʌn,名詞(n.),
guy,男；やつ,gaɪ,名詞(n.),
hair,髪；毛,hɛr,名詞(n.),
hall,ホール；会場,hɔl,名詞(n.),
hand,手,hænd,名詞(n.),
handle,扱う,ˈhændəl,動詞(verb),
hang,かける；吊るす,hæŋ,動詞(verb),
happen,起こる；たまたま～する,ˈhæpən,動詞(verb),
happiness,幸福；喜び；適切さ,ˈhæpinəs,名詞(n.),
happy,幸せ；嬉しい,ˈhæpi,形容詞(adj.),
hard,かたい,hɑrd,形容詞(adj.),
hardly,ほとんど～ない,ˈhɑrdli,副詞(adv),
hat,帽子,hæt,名詞(n.),
hate,憎む；ひどく嫌う,heɪt,動詞(verb),
have,持っている,hæv,助動詞(aux.),
head,頭,hɛd,名詞(n.),
health,健康,hɛlθ,名詞(n.),
healthy,健康な,ˈhɛlθi,形容詞(adj.),
hear,聞く；聞こえる,hir,動詞(verb),
heart,心臓,hɑrt,名詞(n.),
heat,熱，熱くする；興奮する,hit,動詞(verb),
heavily,重く,ˈhɛvəli,副詞(adv),
heavy,重い,ˈhɛvi,形容詞(adj.),
hell,地獄,hɛl,名詞(n.),
hello,こんにちは,həˈloʊ,感動詞(itj.),
help,助ける,hɛlp,動詞(verb),
helpful,役立つ,ˈhɛlpfəl,形容詞(adj.),
her,彼女の；彼女を,hɜr,代名詞(pron.),
here,ここに,hir,副詞(adv),
herself,彼女自身,hərˈsɛlf,代名詞(pron.),
hi,やあ；こんにちは,haɪ,感動詞(itj.),
hide,隠す,haɪd,動詞(verb),
high,高い,haɪ,形容詞(adj.),
highly,非常に,ˈhaɪli,副詞(adv),
hill,丘,hɪl,名詞(n.),
him,彼を,hɪm,代名詞(pron.),
himself,彼自身,hɪmˈsɛlf,代名詞(pron.),
his,彼の；彼のもの,hɪz,代名詞(pron.),
historian,歴史家,hɪˈstɔriən,名詞(n.),
historic,歴史的な,hɪˈstɔrɪk,形容詞(adj.),
historical,歴史的な,hɪˈstɔrɪkəl,形容詞(adj.),
history,歴史,ˈhɪstəri,名詞(n.),
hit,打つ；たたく,hɪt,動詞(verb),
hold,持つ；抱く,hoʊld,動詞(verb),
holder,所有者,ˈhoʊldər,名詞(n.),
hole,穴,hoʊl,名詞(n.),
holiday,休日；祝日,ˈhɑləˌdeɪ,名詞(n.),
home,家庭；自宅,hoʊm,名詞(n.),
honest,正直,ˈɑnəst,形容詞(adj.),
hope,希望,hoʊp,名詞(n.),
hopefully,願わくは；うまくいけば,ˈhoʊpfəli,副詞(adv),
horrible,恐ろしい,ˈhɔrəbəl,形容詞(adj.),
horse,馬,hɔrs,名詞(n.),
hospital,病院,ˈhɑˌspɪtəl,名詞(n.),
hot,熱い；暑い,hɑt,形容詞(adj.),
hour,時間,ˈaʊər,名詞(n.),
house,家,haʊs,名詞(n.),
how,どのように,haʊ,副詞(adv),
however,しかしながら；どんなに～でも；一体どうやって,ˌhaʊˈɛvər,接続詞(conj.),
huge,巨大な,hjuʤ,形容詞(adj.),
human,人間,ˈhjumən,名詞(n.),
hundred,100,ˈhʌndrəd,数詞(num.),
hunger,飢え,ˈhʌŋgər,名詞(n.),
hunt,狩る，狩り,hʌnt,動詞(verb),
hurry,急ぐ，急ぐこと,ˈhɜri,動詞(verb),
hurt,痛む；傷つける,hɜrt,動詞(verb),
husband,夫,ˈhʌzbənd,名詞(n.),
ice,氷,aɪs,名詞(n.),
idea,考え；アイデア,aɪˈdiə,名詞(n.),
if,もし～なら；～かどうか,ɪf,接続詞(conj.),
imagination,想像力;,ɪˌmæʤəˈneɪʃən,名詞(n.),
imagine,想像する,ɪˈmæʤən,動詞(verb),
important,重要な,ɪmˈpɔrtənt,形容詞(adj.),
impossible,不可能な,ɪmˈpɑsəbəl,形容詞(adj.),
indeed,確かに,ɪnˈdid,副詞(adv),
inform,知らせる,ɪnˈfɔrm,動詞(verb),
information,情報,ˌɪnfərˈmeɪʃən,名詞(n.),
