ability,能力,əˈbɪləti,名詞(n.),
inner,内側の,ˈɪnər,形容詞(adj.),
inside,内部；内側；内情，内側の，内側に,ɪnˈsaɪd,形容詞(adj.),
instead,その代わりに,ɪnˈstɛd,副詞(adv),
insurance,保険,ɪnˈʃʊrəns,名詞(n.),
insure,保険をかける；確実にする,ɪnˈʃʊr,動詞(verb),
interest,興味を持たせる,ˈɪntrəst,動詞(verb),
into,～の中へ,ˈɪntu,前置詞(prep.),
involve,含む；関わる；巻き込む,ɪnˈvɑlv,動詞(verb),
involvement,関与,ɪnˈvɑlvmənt,名詞(n.),
island,島,ˈaɪlənd,名詞(n.),
issue,問題；論争点,ˈɪʃu,名詞(n.),
it,(先行するものを指して)それ,ɪt,代名詞(pron.),
its,それの,ɪts,形容詞(adj.),
itself,それ自体,ɪtˈsɛlf,代名詞(pron.),
job,仕事,ʤɑb,名詞(n.),
join,加わる；つなぎ合わせる,ʤɔɪn,動詞(verb),
joke,冗談，冗談を言う,ʤoʊk,動詞(verb),
judge,審理する；審査する；判断する,ʤʌʤ,動詞(verb),
judgment,判断；判決,ˈʤʌʤmənt,名詞(n.),
jump,跳ぶ；跳ね上がる,ʤʌmp,動詞(verb),
just,正確に,ʤʌst,副詞(adv),
keep,保つ,kip,動詞(verb),
key,かぎ，重要な,ki,名詞(n.),
kick,蹴る,kɪk,名詞(n.),
kid,子ども，冗談を言う,kɪd,名詞(n.),
kill,殺す,kɪl,動詞(verb),
kind,種類,kaɪnd,名詞(n.),
king,王,kɪŋ,名詞(n.),
kiss,キスをする，キス,kɪs,動詞(verb),
kitchen,台所,ˈkɪʧən,名詞(n.),
knock,ノックする,nɑk,動詞(verb),
know,知っている,noʊ,動詞(verb),
lady,女性；婦人,ˈleɪdi,名詞(n.),
lake,湖,leɪk,名詞(n.),
land,陸；土地,lænd,名詞(n.),
large,大きい；広い,lɑrʤ,形容詞(adj.),
largely,主として；大部分は,ˈlɑrʤli,副詞(adv),
last,最後の,læst,名詞(n.),
late,遅い,leɪt,形容詞(adj.),
laugh,笑う，笑い,læf,動詞(verb),
law,法律；法則,lɔ,名詞(n.),
lay,置く；横たえる,leɪ,動詞(verb),
lazy,怠惰な,ˈleɪzi,形容詞(adj.),
lead,導く,lid,動詞(verb),
leader,リーダー,ˈlidər,名詞(n.),
leadership,リーダーシップ,ˈlidərˌʃɪp,名詞(n.),
learn,学ぶ,lɜrn,動詞(verb),
least,最も小さい；最も少ない，最も小さい；最も少ない,list,副詞(adv),
leave,去る,liv,動詞(verb),
left,左,lɛft,名詞(n.),
leg,脚,lɛg,名詞(n.),
less,より少ない，～差し引いて,lɛs,形容詞(adj.),
let,～させる；許可する,lɛt,動詞(verb),
letter,手紙,ˈlɛtər,名詞(n.),
level,程度；水準；観点；平らな；同程度の；平らにする,ˈlɛvəl,動詞(verb),
lie,嘘，嘘をつく,laɪ,動詞(verb),
life,生命；人生；生活,laɪf,名詞(n.),
lift,持ち上げる,lɪft,動詞(verb),
like,好む,laɪk,動詞(verb),
line,線，並ぶ；線を引く；覆い隠す,laɪn,名詞(n.),
lip,唇,lɪp,名詞(n.),
list,表；リスト,lɪst,名詞(n.),
listen,聞く,ˈlɪsən,動詞(verb),
listener,聞き手,ˈlɪsənər,名詞(n.),
little,小さい,ˈlɪtəl,形容詞(adj.),
live,生きる,lɪv,動詞(verb),
load,重荷；負荷，積み込む,loʊd,名詞(n.),
local,地元の；局部の，地元の人；局部,ˈloʊkəl,形容詞(adj.),
lock,錠やロック；鍵をかける,lɑk,動詞(verb),
long,長い,lɔŋ,形容詞(adj.),
look at,見る，見ること,lʊk æt,動詞(v.) 熟語(phr.),
lose,失う,luz,動詞(verb),
lot,たくさん,lɑt,名詞(n.),
loud,音が大きい；うるさい；派手な,laʊd,形容詞(adj.),
love,愛する，愛,lʌv,動詞(verb),
lovely,素敵な；愛らしい,ˈlʌvli,形容詞(adj.),
lover,恋人；愛好家,ˈlʌvər,名詞(n.),
low,低い,loʊ,形容詞(adj.),
luck,運,lʌk,名詞(n.),
lucky,運のよい,ˈlʌki,形容詞(adj.),
lunch,昼食,lʌnʧ,名詞(n.),
machine,機械,məˈʃin,名詞(n.),
mad,怒った,mæd,形容詞(adj.),
main,主要な,meɪn,形容詞(adj.),
mainly,主に,ˈmeɪnli,副詞(adv),
major,主要な；重要な,ˈmeɪʤər,形容詞(adj.),
make,作る,meɪk,動詞(verb),
maker,作る人；メーカー,ˈmeɪkər,名詞(n.),
man,男,mən,名詞(n.),
manage,経営する；管理する,ˈmænəʤ,動詞(verb),
management,管理；経営,ˈmænəʤmənt,名詞(n.),
manager,経営者；～長；マネージャー,ˈmænəʤər,名詞(n.),
many,多くの，多数,ˈmɛni,限定詞(det.),
mark,印；記号；評価，印を付ける；成績を付ける,mɑrk,動詞(verb),
market,市場；マーケット,ˈmɑrkət,名詞(n.),
marriage,結婚,ˈmɛrɪʤ,名詞(n.),
marry,結婚する,ˈmɛri,動詞(verb),
master,"上達な,熟練な",ˈmæstər,形容詞(adj.),
matter,事柄；問題；原因,ˈmætər,名詞(n.),
maybe,もしかすると；たぶん,ˈmeɪbi,副詞(adv),
me,私を,mi,代名詞(pron.),
meal,食事,mil,名詞(n.),
meet,会合する,mit,動詞(verb),
member,一員；メンバー,ˈmɛmbər,名詞(n.),
membership,会員；メンバーシップ,ˈmɛmbərˌʃɪp,名詞(n.),
mention,述べる；話に出す，言及する,ˈmɛnʃən,動詞(verb),
mess,混乱，散らかす；混乱させる,mɛs,名詞(n.),
middle,中心；中間，真ん中の；中央の,ˈmɪdəl,名詞(n.),
might,～かもしれない；～してもよい,maɪt,助動詞(aux.),
mile,マイル,maɪl,名詞(n.),
milk,乳,mɪlk,名詞(n.),
million,百万,ˈmɪljən,数詞(num.),
mind,心；精神,maɪnd,名詞(n.),
mine,私のもの,maɪn,代名詞(pron.),
minute,分；,ˈmɪnət,名詞(n.),
miss,逃す；～し損なう,mɪs,動詞(verb),
mistake,間違い,mɪsˈteɪk,名詞(n.),
moment,瞬間,ˈmoʊmənt,名詞(n.),
money,お金；金銭；財産,ˈmʌni,名詞(n.),
month,"月,1ヶ月",mʌnθ,名詞(n.),
monthly,毎月に,ˈmʌnθli,副詞(adv),
more,より多くの， もっと,mɔr,形容詞(adj.),
morning,朝；午前,ˈmɔrnɪŋ,名詞(n.),
most,最も多くの；たいていの，最も,moʊst,代名詞(pron.),
mostly,主に；ほとんど,ˈmoʊstli,副詞(adv),
mountain,山,ˈmaʊntən,名詞(n.),
mouth,口，言う,maʊθ,名詞(n.),
move,動かす；移動する,muv,動詞(verb),
movement,楽章,ˈmuvmənt,名詞(n.),
movie,映画,ˈmuvi,名詞(n.),
much,たくさんの，非常に；だいたい,mʌʧ,代名詞(pron.),
music,音楽,ˈmjuzɪk,名詞(n.),
musical,ミュージカル,ˈmjuzɪkəl,名詞(n.),
musician,音楽家；ミュージシャン,mjuˈzɪʃən,名詞(n.),
must,〜しなければならない；〜に違いない,mʌst,助動詞(aux.),
my,私の,maɪ,限定詞(det.),
myself,私自身,ˌmaɪˈsɛlf,代名詞(pron.),
name,名前；評判；有名人，名前をつける,neɪm,名詞(n.),
nation,国家,ˈneɪʃən,名詞(n.),
national,国立；国の,ˈnæʃənəl,形容詞(adj.),
natural,自然の,ˈnæʧərəl,形容詞(adj.),
naturally,自然に,ˈnæʧərəli,副詞(adv),
nature,自然,ˈneɪʧər,名詞(n.),
near,近い，近くに,nɪr,形容詞(adj.),
nearby,近くの，近くに,ˈnɪrˈbaɪ,形容詞(adj.),
nearly," ほとんど, だいたい; 危うく；密接に, 親密に",ˈnɪrli,副詞(adv),
necessarily,必ずしも,ˌnɛsəˈsɛrəli,副詞(adv),
necessary,必要な,ˈnɛsəˌsɛri,形容詞(adj.),
neck,首,nɛk,名詞(n.),
need,必要がある,nid,動詞(verb),
neighbor,隣人；近所の人,ˈneɪbər,名詞(n.),
neighborhood,近所,ˈneɪbərˌhʊd,名詞(n.),
never,決して〜ない；〜したことがない;,ˈnɛvər,副詞(adv),
newly,新しく,ˈnuli,副詞(adv),
next,次の,nɛkst,形容詞(adj.),
nice,よい；すてきな；親切な；立派な；微細な,naɪs,形容詞(adj.),
night,夜,naɪt,名詞(n.),
nine,9,naɪn,数詞(num.),
nineteen,19,ˈnaɪnˈtin,数詞(num.),
ninety,90,ˈnaɪnti,数詞(num.),
nobody,誰も～ない,ˈnoʊˌbɑˌdi,代名詞(pron.),
noise,音；騒音； 雑音,nɔɪz,名詞(n.),
none,何も～ない；誰も～ない,nʌn,代名詞(pron.),
normal,標準の；正常な,ˈnɔrməl,形容詞(adj.),
normally,普通は；正常に,ˈnɔrməli,副詞(adv),
nose,鼻,noʊz,名詞(n.),
not,～ではない,nɑt,副詞(adv),
note,注意する；気づく,noʊt,動詞(verb),
nothing,何も～ない,ˈnʌθɪŋ,代名詞(pron.),
notice,気づく,ˈnoʊtəs,動詞(verb),
now,今；すぐに；これから；さて；いまや～だから,naʊ,副詞(adv),
number,数字；番号,ˈnʌmbər,名詞(n.),
nurse,看護師,nɜrs,名詞(n.),
obvious,明らかな,ˈɑbviəs,形容詞(adj.),
obviously,明らかに,ˈɑbviəsli,副詞(adv),
of,～の；～から；～について,ʌv,前置詞(prep.),
off,～から離れて；休みの；停止して,ɔf,形容詞(adj.),
offer,提供する；申し出る,ˈɔfər,動詞(verb),
office,事務所；オフィス,ˈɔfəs,名詞(n.),
officer,役人；将校,ˈɔfəsər,名詞(n.),
often,しばしば,ˈɔfən,副詞(adv),
oil,油,ɔɪl,名詞(n.),
okay,よし；わかった，まあまあ，承認する,ˌoʊˈkeɪ,感動詞(itj.),
old,古い；年とった；昔の；～歳の,oʊld,形容詞(adj.),
once,一度；昔の，いったん～すると,wʌns,副詞(adv),
one,一つ；人・もの,wʌn,数詞(num.),
only,唯一の；最良の，ただ～だけ；つい～，ただし；～だがしかし,ˈoʊnli,副詞(adv),
onto,～の上に；～に向けられて,ˈɑntu,前置詞(prep.),
open,開放された,ˈoʊpən,形容詞(adj.),
orange,オレンジ色,ˈɔrənʤ,形容詞(adj.),
order,注文，注文する,ˈɔrdər,動詞(verb),
other,もう一方の；別の；他の，もう一方の人・物；別の人・物；その他,ˈʌðər,限定詞(det.),
ought,～するべきである；～するはずである,ɔt,助動詞(aux.),
our,私たちの,ˈaʊər,限定詞(det.),
ourselves,私たち自身,aʊərˈsɛlvz,代名詞(pron.),
out,外に；外に出て；外れて,aʊt,副詞(adv),
outside,外側，外側の，外側に,ˈaʊtˈsaɪd,名詞(n.),
over,～の上に,ˈoʊvər,前置詞(prep.),
own,自身の；特有の,oʊn,限定詞(det.),
owner,持ち主；オーナー,ˈoʊnər,名詞(n.),
ownership,所有権,ˈoʊnərˌʃɪp,名詞(n.),
pack,包む；詰める,pæk,動詞(verb),
package,小包；包装；パッケージ,ˈpækəʤ,名詞(n.),
page,ページ,peɪʤ,名詞(n.),
pain,痛み,peɪn,名詞(n.),
paint,ペンキ，ペンキを塗る；描く,peɪnt,動詞(verb),
pair,一組；ペア,pɛr,名詞(n.),
paper,紙，紙で包む；壁紙を貼る,ˈpeɪpər,名詞(n.),
parent,親,ˈpɛrənt,名詞(n.),
particular,特定の；特有の，項目；詳細,pərˈtɪkjələr,形容詞(adj.),
particularly,特に,ˌpɑrˈtɪkjələrli,副詞(adv),
partly,一部分は；少しは,ˈpɑrtli,副詞(adv),
party,パーティー,ˈpɑrti,名詞(n.),
pass,通り過ぎる；渡す,pæs,動詞(verb),
past,過ぎた；過去の，過ぎて,pæst,名詞(n.),
pay,払う；支払い,peɪ,動詞(verb),
payment,支払い,ˈpeɪmənt,名詞(n.),
people,人々,ˈpipəl,名詞(n.),
perfect,完全な；完璧な,ˈpɜrˌfɪkt,形容詞(adj.),
perfectly,完璧に,ˈpɜrfəktli,副詞(adv),
perhaps,ひょっとすると；おそらく,pərˈhæps,副詞(adv),
person,人,ˈpɜrsən,名詞(n.),
personal,個人的な,ˈpɜrsɪnɪl,形容詞(adj.),
personally,個人的に；自ら,ˈpɜrsənəli,副詞(adv),
phone,電話をかける,foʊn,動詞(verb),
photo,写真,ˈfoʊˌtoʊ,名詞(n.),
photograph,写真を撮る,ˈfoʊtəˌgræf,動詞(verb),
pick,選ぶ,pɪk,動詞(verb),
picture,絵；写真；映像,ˈpɪkʧər,名詞(n.),
piece,一かけら；破片,pis,名詞(n.),
place,置く；設置する,pleɪs,動詞(verb),
plan,計画；段取り,plæn,名詞(n.),
plant,植物,plænt,名詞(n.),
player,選手；プレーヤー,ˈpleɪər,名詞(n.),
please,どうぞ；どうか；ぜひ,pliz,副詞(adv),
plenty,たくさん,ˈplɛnti,代名詞(pron.),
plus,正数,plʌs,前置詞(prep.),
police,警察,pəˈlis,名詞(n.),
poor,貧しい,pur,形容詞(adj.),
pop,ポンとはじける；現れる；飛び出す,pɑp,動詞(verb),
position,位置,pəˈzɪʃən,名詞(n.),
possibility,可能性,ˌpɑsəˈbɪləti,名詞(n.),
possible,可能な；可能性がある,ˈpɑsəbəl,形容詞(adj.),
possibly,考えようによっては；～かも知れない,ˈpɑsəbli,副詞(adv),
pot,鍋；容器,pɑt,名詞(n.),
pound,常用ポンド；16オンス，0.4536kgに相当,paʊnd,名詞(n.),
power,権力；支配権,ˈpaʊər,名詞(n.),
powerful,強力な；効力のある,ˈpaʊərfəl,形容詞(adj.),
preparation,準備,ˌprɛpəˈreɪʃən,名詞(n.),
prepare,準備する,priˈpɛr,動詞(verb),
present,プレゼント；贈り物,ˈprɛzənt,名詞(n.),
presentation,発表；プレゼンテーション,ˌprɛzənˈteɪʃən,名詞(n.),
press,押す；押しつける,prɛs,動詞(verb),
pretty,かわいい；すてきな,ˈprɪti,形容詞(adj.),
price,値段をつける,praɪs,動詞(verb),
prison,刑務所,ˈprɪzən,名詞(n.),
prisoner,囚人,ˈprɪzənər,名詞(n.),
probability,可能性；確率,ˌprɑbəˈbɪləti,名詞(n.),
probably,おそらく,ˈprɑbəbli,副詞(adv),
problem,問題,ˈprɑbləm,名詞(n.),
program,計画；予定,ˈproʊˌgræm,名詞(n.),
promise,約束する,ˈprɑməs,動詞(verb),
proper,適切な,ˈprɑpər,形容詞(adj.),
properly,適切に,ˈprɑpərli,副詞(adv),
protect,保護する,prəˈtɛkt,動詞(verb),
protection,保護,prəˈtɛkʃən,名詞(n.),
public,公の；公的な,ˈpʌblɪk,形容詞(adj.),
pull,引く；引っ張る,pʊl,動詞(verb),
push,押しのける,pʊʃ,動詞(verb),
put,置く,pʊt,動詞(verb),
quarter,4分の1,ˈkwɔrtər,名詞(n.),
question,質問する；疑問に思う,ˈkwɛsʧən,動詞(verb),
quick,素早い；速い,kwɪk,形容詞(adj.),
quickly,速く；すぐに,ˈkwɪkli,副詞(adv),
quiet,静かな,ˈkwaɪət,形容詞(adj.),
quietly,静かに,ˈkwaɪətli,副詞(adv),
quite,全く；かなり,kwaɪt,副詞(adv),
race,競争，競争する,reɪs,名詞(n.),
radio,ラジオ,ˈreɪdiˌoʊ,名詞(n.),
rain,雨,reɪn,名詞(n.),
raise,高める,reɪz,動詞(verb),
rate,速度；割合；比率,reɪt,名詞(n.),
rather,かなり；いくぶん；どちらかといえば；それどころか,ˈræðər,副詞(adv),
reach,伸びる；及ぶ；届く；到着する，伸ばすこと；届く範囲,riʧ,動詞(verb),
reader,読者,ˈridər,名詞(n.),
ready,用意のできた；～しがち；即座の,ˈrɛdi,形容詞(adj.),
real,現実の；本物の,riəl,形容詞(adj.),
reality,現実,ˌriˈæləˌti,名詞(n.),
realize,認識する；悟る；気づく；理解する；実現する；現金に換える,ˈriəˌlaɪz,動詞(verb),
really,本当に；実に,ˈrɪli,副詞(adv),
reason,理由；原因；根拠,ˈrizən,名詞(n.),
reasonable,理性的な；合理的,ˈrizənəbəl,形容詞(adj.),
reasonably,理性的に；合理的に,ˈrizənəbli,副詞(adv),
recent,最近の,ˈrisənt,形容詞(adj.),
recently,最近；近年,ˈrisəntli,副詞(adv),
record,レコード,ˈrɛkərd,名詞(n.),
red,赤；血の色のような,rɛd,形容詞(adj.),
relate,関係づける；関連する,rɪˈleɪt,動詞(verb),
relation,～に関する,riˈleɪʃən,名詞(n.),
relationship,関係,riˈleɪʃənˌʃɪp,名詞(n.),
remember,思い出す,rɪˈmɛmbər,動詞(verb),
rent,家賃，賃借りする,rɛnt,動詞(verb),
reply,答える，返信,rɪˈplaɪ,名詞(n.),
report,報告書； レポート,rɪˈpɔrt,名詞(n.),
reporter,報告書；記者；レポーター,rɪˈpɔrtər,名詞(n.),
responsibility,責任,riˌspɑnsəˈbɪləti,名詞(n.),
responsible,責任がある；信頼できる,riˈspɑnsəbəl,形容詞(adj.),
rest,休憩,rɛst,名詞(n.),
rich,金持ち；豊かな,rɪʧ,形容詞(adj.),
rid,除去する；解放する,rɪd,動詞(verb),
ride,乗る，乗車,raɪd,動詞(verb),
right,右の；右に,raɪt,形容詞(adj.),
ring,ベルやアラームの音が鳴る；響く,rɪŋ,動詞(verb),
rise,上がる；起立する，上昇,raɪz,動詞(verb),
river,川,ˈrɪvər,名詞(n.),
road,道路,roʊd,名詞(n.),
rock,岩；石,rɑk,名詞(n.),
roll,転がる,roʊl,動詞(verb),
room,部屋,rum,名詞(n.),
rough,大ざっぱな；おおよその,rʌf,形容詞(adj.),
roughly,粗雑に；手荒く,ˈrʌfli,副詞(adv),
round,丸い，円形,raʊnd,形容詞(adj.),
rule,規則；ルール；習慣，決定する,rul,名詞(n.),
run,走る,rʌn,動詞(verb),
sad,悲しい,sæd,形容詞(adj.),
safe,安全な,seɪf,形容詞(adj.),
safety,安全,ˈseɪfti,名詞(n.),
sail,帆，航行する,seɪl,動詞(verb),
same,同じ,seɪm,限定詞(det.),
Saturday,土曜日,ˈsætərdi,名詞(n.),
save,救う,seɪv,動詞(verb),
say,言う；言葉を使う,seɪ,動詞(verb),
scare,怖がらせる,skɛr,動詞(verb),
science,科学,ˈsaɪəns,名詞(n.),
scientific,科学的,ˌsaɪənˈtɪfɪk,形容詞(adj.),
scientist,科学者,ˈsaɪəntɪst,名詞(n.),
sea,海,si,名詞(n.),
seat,座席，着席させる,sit,動詞(verb),
second,第二の,ˈsɛkənd,形容詞(adj.),
secondary,二番目の；二次的な,ˈsɛkənˌdɛri,形容詞(adj.),
secondly,第二に,ˈsɛkəndli,副詞(adv),
secure,安全な，確保する；固定する,sɪˈkjʊr,動詞(verb),
security,安全,sɪˈkjʊrəti,名詞(n.),
see,"見る,見える,気づく；会う；調べる；理解する；想像する；経験する；送り届ける",si,動詞(verb),
seem,～のように見える；思われる,sim,動詞(verb),
self,自己,sɛlf,名詞(n.),
sell,売る,sɛl,動詞(verb),
send,送る；送信する,sɛnd,動詞(verb),
sense,感覚，感じる；感知する,sɛns,動詞(verb),
serious,深刻な；真剣な；まじめな,ˈsɪriəs,形容詞(adj.),
seriously,真剣に,ˈsɪriəsli,副詞(adv),
servant,使用人,ˈsɜrvənt,名詞(n.),
serve,供給する；役立つ,sɜrv,動詞(verb),
server,サーバー,ˈsɜrvər,名詞(n.),
service,修理する；点検する,ˈsɜrvəs,動詞(verb),
set,セット；一揃え,sɛt,名詞(n.),
settle,定住する；落ち着く,ˈsɛtəl,動詞(verb),
seven,七,ˈsɛvən,数詞(num.),
seventeen,十七,ˈsɛvənˈtin,数詞(num.),
seventy,七十,ˈsɛvənti,数詞(num.),
several,いくつかの；それぞれの,ˈsɛvrəl,限定詞(det.),
sex,性別,sɛks,名詞(n.),
sexual,性的な,ˈsɛkʃuəl,形容詞(adj.),
shake,振る；震える；動揺させる，振動；震え,ʃeɪk,動詞(verb),
shall,～すべきである；当然～だろう；～しなければならない；～しましょうか,ʃæl,助動詞(aux.),
shape,形，形作る,ʃeɪp,名詞(n.),
share,株；株券,ʃɛr,名詞(n.),
she,彼女,ʃi,代名詞(pron.),
ship,船,ʃɪp,名詞(n.),
shirt,シャツ,ʃɜrt,名詞(n.),
shoe,靴,ʃu,名詞(n.),
shop,店；商店,ʃɑp,名詞(n.),
short,短い；背が低い；不足して,ʃɔrt,名詞(n.),
shot,（ボールをゴールに）ける；投げ入れる；シュートする,ʃɑt,動詞(verb),
should,～べきである,ʃʊd,助動詞(aux.),
shoulder,肩,ˈʃoʊldər,名詞(n.),
shout,叫ぶ,ʃaʊt,動詞(verb),
shut,閉じる；閉める，閉じた,ʃʌt,動詞(verb),
sick,病気の,sɪk,形容詞(adj.),
side,側面,saɪd,名詞(n.),
sight,見ること；視力；視野,saɪt,名詞(n.),
sign,署名する；合図する；契約する,saɪn,動詞(verb),
silly,ばかな,ˈsɪli,副詞(adv),
simple,簡単な；単純な,ˈsɪmpəl,形容詞(adj.),
simply,簡単に；単純に,ˈsɪmpli,副詞(adv),
since,～以来；～なので,sɪns,前置詞(prep.),
sing,歌う,sɪŋ,動詞(verb),
singer,歌手,ˈsɪŋər,名詞(n.),
single,たった一つの,ˈsɪŋgəl,形容詞(adj.),
sir,あなたさま；～殿,sɜr,名詞(n.),
sister,姉妹,ˈsɪstər,名詞(n.),
sit,座る,sɪt,動詞(verb),
situate,位置付ける,ˈsɪʧuˌeɪt,動詞(verb),
situation,状況,ˌsɪʧuˈeɪʃən,名詞(n.),
six,六,sɪks,数詞(num.),
sixteen,十六,sɪkˈstin,数詞(num.),
sixty,六十,ˈsɪksti,数詞(num.),
size,大きさ；サイズ,saɪz,名詞(n.),
skin,皮膚,skɪn,名詞(n.),
sky,空,skaɪ,名詞(n.),
sleep,眠る,slip,動詞(verb),
slight,わずかな；少しの；とるに足らない；軽視,slaɪt,形容詞(adj.),
slightly,わずかに,ˈslaɪtli,副詞(adv),
slip,滑る，滑ること,slɪp,動詞(verb),
slow,遅い；遅くなる,sloʊ,形容詞(adj.),
slowly,ゆっくりと,ˈsloʊli,副詞(adv),
small,小さい,smɔl,形容詞(adj.),
smell,におい，においを嗅ぐ；においがする,smɛl,動詞(verb),
smile,ほほえむ，笑顔,smaɪl,動詞(verb),
smoke,喫煙,smoʊk,動詞(verb),
snow,雪，雪が降る,snoʊ,名詞(n.),
soft,やわらかい；穏やかな,sɑft,形容詞(adj.),
some,いくらかの；ある；およそ,sʌm,限定詞(det.),
somebody,誰か,ˈsʌmˌbɑdi,代名詞(pron.),
somehow,どういうわけか；なんらかの方法で,ˈsʌmˌhaʊ,副詞(adv),
someone,誰か,ˈsʌmˌwʌn,代名詞(pron.),
something,何か,ˈsʌmθɪŋ,代名詞(pron.),
sometimes,ときどき,səmˈtaɪmz,副詞(adv),
somewhere,どこかに,ˈsʌmˌwɛr,副詞(adv),
son,息子,sʌn,名詞(n.),
song,歌,sɔŋ,名詞(n.),
soon,もうすぐ；早く,sun,副詞(adv),
sorry,すまないと思う；後悔している；気の毒に思う,ˈsɑri,感動詞(itj.),
sort,種類,sɔrt,名詞(n.),
sound,音；音響,saʊnd,名詞(n.),
south,南；南の；南へ,saʊθ,形容詞(adj.),
space,空間；間隔,speɪs,名詞(n.),
speak,話す,spik,動詞(verb),
speaker,話す人；演説者,ˈspikər,名詞(n.),
special,特別な,ˈspɛʃəl,形容詞(adj.),
specialist,専門家,ˈspɛʃələst,名詞(n.),
specialize,専門にする,ˈspɛʃəˌlaɪz,動詞(verb),
spend,使う；過ごす,spɛnd,動詞(verb),
sport,スポーツ,spɔrt,名詞(n.),
spot,見つける,spɑt,形容詞(adj.),
spring,春,sprɪŋ,名詞(n.),
square,正方形；四角,skwɛr,名詞(n.),
stage,舞台,steɪʤ,名詞(n.),
stand,立つ,stænd,動詞(verb),
star,星,stɑr,形容詞(adj.),
stare,じっと見る,stɛr,動詞(verb),
start,始め；開始,stɑrt,名詞(n.),
state,州,steɪt,名詞(n.),
statement,発言；陳述,ˈsteɪtmənt,名詞(n.),
station,駅,ˈsteɪʃən,名詞(n.),
stay,滞在する,steɪ,動詞(verb),
steal,盗む,stil,動詞(verb),
step,階段；ステップ,stɛp,名詞(n.),
stick,棒,stɪk,名詞(n.),
still,まだ；それでも；なお,stɪl,副詞(adv),
stone,石,stoʊn,名詞(n.),
stop,止まる,stɑp,動詞(verb),
storage,貯蔵；保管；保管場所,ˈstɔrəʤ,名詞(n.),
store,店,stɔr,名詞(n.),
story,話；物語,ˈstɔri,名詞(n.),
straight,まっすぐな,streɪt,形容詞(adj.),
strange,奇妙な,streɪnʤ,形容詞(adj.),
stranger,見知らぬ人,ˈstreɪnʤər,名詞(n.),
street,道；通り,strit,名詞(n.),
strike,打つ；殴る,straɪk,動詞(verb),
strong,強い；力強い,strɔŋ,形容詞(adj.),
strongly,強く,ˈstrɔŋli,副詞(adv),
student,学生,ˈstudənt,名詞(n.),
study,勉強する,ˈstʌdi,動詞(verb),
stuff,物,stʌf,名詞(n.),
stupid,ばか；頭が悪い,ˈstupəd,形容詞(adj.),
subject,主語,ˈsʌbʤɪkt,名詞(n.),
such,そのような；とても～な,sʌʧ,限定詞(det.),
sudden,突然の,ˈsʌdən,形容詞(adj.),
suddenly,突然に,ˈsʌdənli,副詞(adv),
suggest,提案する,səgˈʤɛst,動詞(verb),
suggestion,提案,səgˈʤɛsʧən,名詞(n.),
suitable,適した；ふさわしい,ˈsutəbəl,形容詞(adj.),
summer,夏,ˈsʌmər,名詞(n.),
sunday,日曜日,ˈsʌnˌdeɪ,名詞(n.),
support,支える；支援する,səˈpɔrt,動詞(verb),
supporter,サポーター; 支持者,səˈpɔrtər,名詞(n.),
suppose,思う；仮定する,səˈpoʊz,動詞(verb),
sure,確信している,ʃʊr,形容詞(adj.),
surely,確かに；きっと,ˈʃʊrli,副詞(adv),
surprise,驚かせる,sərˈpraɪz,動詞(verb),
surprisingly,驚くほど,sərˈpraɪzɪŋli,副詞(adv),
sweet,甘い,swit,形容詞(adj.),
swim,泳ぐ,swɪm,動詞(verb),
system,体系；システム,ˈsɪstəm,名詞(n.),
table,テーブル,ˈteɪbəl,名詞(n.),
tail,尾,teɪl,名詞(n.),
take,持ち帰る,teɪk,動詞(verb),
talk,話す,tɔk,動詞(verb),
tall,背の高い,tɔl,形容詞(adj.),
tape,テープで貼る,teɪp,動詞(verb),
taste,味,teɪst,名詞(n.),
tax,税,tæks,名詞(n.),
teach,教える,tiʧ,動詞(verb),
teacher,先生,ˈtiʧər,名詞(n.),
